Rank,DisplayName,Balance,Trades,ProductsTraded,DailyPnl,TotalPnl
1035,Guana,16561.5,8,"NG, MNG",11720.0,-8438.5
1036,Raybands,16545.0,97,SIL,8790.0,-8455.0
1037,Fat Pig,16446.8,9,"SIL, HO",-11720.0,-8553.2
1038,saucerunner,16398.0,152,"6J, PL",0.0,-8602.0
1039,Richard Weissman,16321.0,4,"SIL, MGC",6508.0,-8679.0
1040,AyoubH,16260.0,8,CL,-4000.0,-8740.0
1041,Tommy Thang Tran,16193.75,6,"ALI, MGC",-3578.0,-8806.25
1042,1topticktrader,16161.5,68,"MNQ, SIL",-215.0,-8838.5
1043,Marcus Aurelius,16120.0,5,"SIL, MGC",14974.0,-8880.0
1044,Chakk,15997.5,21,"ES, SIL",-8790.0,-9002.5
1045,RobinaBank ,15740.75,115,"SIL, SI",-14368.5,-9259.25
1046,Nishant kumar,15699.5,33,"SIL, MGC",11720.0,-9300.5
1047,Overtimetrader,15551.66,11,"SIL, NG",-2990.0,-9448.34
1048,Shrinatha,15520.0,2,NG,-6300.0,-9480.0
1049,Aziiizkcl,15486.0,65,"SIL, MGC",220.0,-9514.0
1050,MES4Life,15440.75,24,"1OZ, MGC",1500.0,-9559.25
1051,Kcalb Selohcs,15434.75,20,"MGC, CL",-14160.0,-9565.25
1052,Aryan,15345.75,19,"MGC, MBT",8790.0,-9654.25
1053,Linda Carey,15304.75,37,"ZC, 6A",-75.0,-9695.25
1054,test_user,15089.5,6,"SIL, MHG",-39.5,-9910.5
1055,Jon,15010.0,3,"NG, SR3",-765.0,-9990.0
1056,Trebor8,14990.0,6,NG,-7560.0,-10010.0
1057,legend_wars,14990.0,15,"NG, 6J",-2239.25,-10010.0
1058,Nicolás Maduro,14955.0,25,"SIL, ZC",-3415.0,-10045.0
1059,EsxRaver190E,14953.0,45,"MGC, SIL",1620.0,-10047.0
1060,Quanyun,14860.0,10,SIL,11720.0,-10140.0
1061,GT,14852.5,43,"SIL, HG",11720.0,-10147.5
1062,Sunita devi,14628.59,69,"NG, SIL",2355.0,-10371.41
1063,BiasX,14521.45,57,"SIL, MBT",-5150.2,-10478.55
1064,Bizzle,14440.0,14,SIL,11720.0,-10560.0
1065,student211,14144.5,310,"SIL, MNQ",-3685.0,-10855.5
1066,Fibz,14045.0,10,SIL,8790.0,-10955.0
1067,Text,13895.0,12,"PA, HG",931.25,-11105.0
1068,HappySad,13677.0,49,"SIL, MGC",0.0,-11323.0
1069,Irina_ZINK,13668.0,49,"SIL, MGC",8790.0,-11332.0
1070,drjqool,13640.0,1,NG,-3290.0,-11360.0
1071,El Hani Sabry,13164.5,34,"SIL, MBT",0.0,-11835.5
1072,cedrick,13135.99,230,"SIL, MGC",-669.5,-11864.01
1073,Hans Moibi,13100.0,6,SIL,0.0,-11900.0
1074,Matheus,13092.5,8,"MHG, HG",-6008.75,-11907.5
1075,Coyne2000,12971.0,4,"MGC, SIL",6508.0,-12029.0
1076,newbie22,12970.0,12,CL,0.0,-12030.0
1077,Pratyush,12741.5,16,"MBT, SIL",8790.0,-12258.5
1078,MM,12696.37,58,"GF, LE",4262.5,-12303.63
1079,Drizzy,12645.0,3,SIL,8790.0,-12355.0
1080,Anmol soni,12558.0,127,"MGC, SIL",-325.0,-12442.0
1081,Amit,12490.0,1,SIL,8790.0,-12510.0
1082,Kumar Jakampudi Bharath,12367.0,8,"SIL, MBT",5860.0,-12633.0
1083,3milXalton,12310.0,9,"SIL, MNQ",8790.0,-12690.0
1084,horka,11986.0,2,"SIL, MNQ",9038.5,-13014.0
1085,One Piece,11973.5,74,"MGC, SIL",8790.0,-13026.5
1086,Sahil,11933.25,80,"SIL, MBT",-5860.0,-13066.75
1087,alex,11920.0,3,SIL,8790.0,-13080.0
1088,Nik44,11915.0,1,SIL,8790.0,-13085.0
1089,Ammi,11850.0,8,NG,0.0,-13150.0
1090,Buñuelo,11782.5,15,"NG, GF",5980.25,-13217.5
1091,schmoke,11770.0,3,"NG, SIL",11720.0,-13230.0
1092,FrEd Again,11517.5,5,"NG, MES",-3460.0,-13482.5
1093,adimari,11480.0,4,"SIL, MGC",9114.0,-13520.0
1094,Barney,11450.0,3,"KE, ZC",6450.0,-13550.0
1095,DataSorcerer,11321.0,22,"MNQ, NG",-6459.0,-13679.0
1096,Kagiem,11180.0,1,SIL,8790.0,-13820.0
1097,Bhanu67,11015.0,19,"SIL, HG",8790.0,-13985.0
1098,Scottyg,10955.0,1,SIL,8790.0,-14045.0
1099,kail-kull,10947.5,11,"SIL, MNQ",6228.0,-14052.5
1100,yp10,10872.0,46,"SIL, MGC",-5860.0,-14128.0
1101,arisol,10841.25,17,"SIL, MHG",1926.25,-14158.75
1102,Joseph1957,10627.0,20,"SIL, MBT",8790.0,-14373.0
1103,JayR,10551.0,31,"MGC, SIL",8790.0,-14449.0
1104,Tarun,10455.5,14,"1OZ, MGC",9359.75,-14544.5
1105,HMC_KY,10368.0,3,"MBT, SIL",8790.0,-14632.0
1106,Vishal,9920.0,11,"SIL, CL",6184.0,-15080.0
1107,Simon.Jac,9840.0,41,"NG, SIL",-2520.0,-15160.0
1108,BTMM,9722.0,26,"MCL, MYM",586.0,-15278.0
1109,Tar,9685.5,6,"1OZ, SIL",9241.0,-15314.5
1110,Dustin W,9570.0,5,"NG, ZC",-1150.0,-15430.0
1111,TY9999,9290.0,8,"CL, NG",1280.0,-15710.0
1112,GhostTradeKilla,9011.5,17,"MGC, MES",9114.0,-15988.5
1113,ThisYearForSure,8950.0,1,SIL,8790.0,-16050.0
1114,Kevin (KPF),8796.25,20,"SIL, MGC",-3457.75,-16203.75
1115,TimsForecast,8530.0,9,"DC, CL",5860.0,-16470.0
1116,HNI314,8520.0,21,"6E, ZS",337.5,-16480.0
1117,Vinsel,8379.0,23,"NG, LE",-7560.0,-16621.0
1118,ty8888,8166.75,101,"SIL, MGC",126.0,-16833.25
1119,RKK,7795.0,4,SIL,8790.0,-17205.0
1120,RHakker,7676.5,10,"SIL, NG",-2653.5,-17323.5
1121,Leafgreen,7565.0,1,SIL,8790.0,-17435.0
1122,DeltaOneOne,6761.5,21,"NG, MNQ",-6300.0,-18238.5
1123,V,6551.0,8,"NG, MNG",1260.0,-18449.0
1124,MaverickTrades,6545.0,66,"SIL, MGC",-5040.0,-18455.0
1125,Viejo,5850.0,10,NG,-10080.0,-19150.0
1126,Sasho,5470.0,1,SIL,8790.0,-19530.0
1127,Bim RTG,5415.0,3,SIL,8790.0,-19585.0
1128,Sharad_R,5170.0,13,"NG, MGC",-8820.0,-19830.0
1129,Rushthy Merza,5090.0,11,NG,-7560.0,-19910.0
1130,Dorian,5041.6,1,HO,-9357.6,-19958.4
1131,tw  hsia.eric,4890.0,3,SIL,8790.0,-20110.0
1132,GRIGA,4616.25,62,"SIL, MHG",-1260.0,-20383.75
1133,Chad aG,4205.0,1,SIL,8790.0,-20795.0
1134,Shubham Kochar,3838.62,7,"ZN, MGC",8790.0,-21161.38
1135,the_silver_wolf,3695.0,3,SIL,8790.0,-21305.0
1136,TTG24,3610.0,9,SIL,8790.0,-21390.0
1137,Paraa,3035.0,12,SIL,8790.0,-21965.0
1138,KR GWAGMIN,2470.0,2,SIL,8790.0,-22530.0
1139,Abraham,1822.5,2,"MNQ, SIL",9038.5,-23177.5
1140,Trader2026,1345.0,6,SIL,0.0,-23655.0
1141,Gautam Lalwani,1200.0,2,SIL,8790.0,-23800.0
1142,biggest loser,1179.0,21,"SIL, MBT",0.0,-23821.0
1143,Down_Jone$,225.0,2,SIL,8790.0,-24775.0
1144,GDF,145.0,3,SIL,8790.0,-24855.0
1145,Maze1on1,125.0,1,SIL,8790.0,-24875.0
1146,Katdanger777,0.0,3,SIL,8790.0,-25000.0
1147,rounderone,-245.0,1,SIL,8790.0,-25245.0
1148,Seeking Alpha,25000.0,0,"",0.0,0.0
1149,penglaifu,25000.0,0,"",0.0,0.0
1150,PutItWhereItCounts,25000.0,0,"",0.0,0.0
1151,nothingeverhappens,25000.0,0,"",0.0,0.0
1152,@Fast$,25000.0,0,"",0.0,0.0
1153,chengjian,25000.0,0,"",0.0,0.0
1154,Dheeraj,25000.0,0,"",0.0,0.0
1155,Martial C.,25000.0,0,"",0.0,0.0
1156,Sasha The Goat,25000.0,0,"",0.0,0.0
1157,Rustam,25000.0,0,"",0.0,0.0
1158,387gmbh,25000.0,0,"",0.0,0.0
1159,pb1,25000.0,0,"",0.0,0.0
1160,LuckyTom,25000.0,0,"",0.0,0.0
1161,aniket,25000.0,0,"",0.0,0.0
1162,Akash Kumar Banshkar,25000.0,0,"",0.0,0.0
1163,Texridrum,25000.0,0,"",0.0,0.0
1164,Chugen,25000.0,0,"",0.0,0.0
1165,Sharlon,25000.0,0,"",0.0,0.0
1166,Acesfx,25000.0,0,"",0.0,0.0
1167,Aajaycgawade,25000.0,0,"",0.0,0.0
1168,Aaron Townsend,25000.0,0,"",0.0,0.0
1169,Pipo,25000.0,0,"",0.0,0.0
1170,Aashray bhattad,25000.0,0,"",0.0,0.0
1171,AZ,25000.0,0,"",0.0,0.0
1172,TOS-00003568,25000.0,0,"",0.0,0.0
1173,Abusalif,25000.0,0,"",0.0,0.0
1174,Abd Ulfatah,25000.0,0,"",0.0,0.0
1175,Hakeem,25000.0,0,"",0.0,0.0
1176,abi,25000.0,0,"",0.0,0.0
1177,Abhan,25000.0,0,"",0.0,0.0
1178,Abhi1423shek,25000.0,0,"",0.0,0.0
1179,Adam W,25000.0,0,"",0.0,0.0
1180,engineeringsean,25000.0,0,"",0.0,0.0
1181,Oluwatosin Adejumo,25000.0,0,"",0.0,0.0
1182,Adel,25000.0,0,"",0.0,0.0
1183,Adithya Dileep,25000.0,0,"",0.0,0.0
1184,Aditya,25000.0,0,"",0.0,0.0
1185,Aditya Pratap Singh,25000.0,0,"",0.0,0.0
1186,Aditya singh gautam,25000.0,0,"",0.0,0.0
1187,most_personality,25000.0,0,"",0.0,0.0
1188,Yuri Garcia,25000.0,0,"",0.0,0.0
1189,lombardo141,25000.0,0,"",0.0,0.0
1190,Agamdeep Singh Kalra,25000.0,0,"",0.0,0.0
1191,Mail lady ,25000.0,0,"",0.0,0.0
1192,agherghesanu,25000.0,0,"",0.0,0.0
1193,Dr Ahmed,25000.0,0,"",0.0,0.0
1194,AMS,25000.0,0,"",0.0,0.0
1195,ahm123,25000.0,0,"",0.0,0.0
1196,Yasin,25000.0,0,"",0.0,0.0
1197,Bison,25000.0,0,"",0.0,0.0
1198,Zaid,25000.0,0,"",0.0,0.0
1199,Aroes,25000.0,0,"",0.0,0.0
1200,Anthiny Grey,25000.0,0,"",0.0,0.0
1201,Michael Scofield,25000.0,0,"",0.0,0.0
1202,Ali B,25000.0,0,"",0.0,0.0
1203,Alieu,25000.0,0,"",0.0,0.0
1204,Adi,25000.0,0,"",0.0,0.0
1205,Alinda Aaron,25000.0,0,"",0.0,0.0
1206,aln,25000.0,0,"",0.0,0.0
1207,MkcAllen,25000.0,0,"",0.0,0.0
1208,HK Allen Xie,25000.0,0,"",0.0,0.0
1209,Geo,25000.0,0,"",0.0,0.0
1210,Alok Katariya,25000.0,0,"",0.0,0.0
1211,Marco,25000.0,0,"",0.0,0.0
1212,Diesgeno,25000.0,0,"",0.0,0.0
1213,SEA CGSI Futures,25000.0,0,"",0.0,0.0
1214,Tash Elmore,25000.0,0,"",0.0,0.0
1215,Am2869,25000.0,0,"",0.0,0.0
1216,Oussamanmr52,25000.0,0,"",0.0,0.0
1217,Ame,25000.0,0,"",0.0,0.0
1218,AMILL,25000.0,0,"",0.0,0.0
1219,CrudeTrader,25000.0,0,"",0.0,0.0
1220,Top Joe,25000.0,0,"",0.0,0.0
1221,Aj,25000.0,0,"",0.0,0.0
1222,Amogh Prasad,25000.0,0,"",0.0,0.0
1223,Anmaya,25000.0,0,"",0.0,0.0
1224,Anandvardhan Tiwary,25000.0,0,"",0.0,0.0
1225,Ana Rita,25000.0,0,"",0.0,0.0
1226,andres de lima,25000.0,0,"",0.0,0.0
1227,Haddona32,25000.0,0,"",0.0,0.0
1228,Andrew Clark,25000.0,0,"",0.0,0.0
1229,Andy Djaba,25000.0,0,"",0.0,0.0
1230,nabhat,25000.0,0,"",0.0,0.0
1231,Ani,25000.0,0,"",0.0,0.0
1232,Anisha,25000.0,0,"",0.0,0.0
1233,Anna,25000.0,0,"",0.0,0.0
1234,anony,25000.0,0,"",0.0,0.0
1235,Iayan,25000.0,0,"",0.0,0.0
1236,Anquidity,25000.0,0,"",0.0,0.0
1237,DownToPho,25000.0,0,"",0.0,0.0
1238,Anthony R,25000.0,0,"",0.0,0.0
1239,Anthony Oliver II,25000.0,0,"",0.0,0.0
1240,abparker,25000.0,0,"",0.0,0.0
1241,April,25000.0,0,"",0.0,0.0
1242,Aziz,25000.0,0,"",0.0,0.0
1243,$chizomoney,25000.0,0,"",0.0,0.0
1244,Invictus,25000.0,0,"",0.0,0.0
1245,Arm621,25000.0,0,"",0.0,0.0
1246,Pappy,25000.0,0,"",0.0,0.0
1247,cryptographer,25000.0,0,"",0.0,0.0
1248,Artur,25000.0,0,"",0.0,0.0
1249,Arwinnaar,25000.0,0,"",0.0,0.0
1250,ZTrader,25000.0,0,"",0.0,0.0
1251,Nug,25000.0,0,"",0.0,0.0
1252,Asemenets,25000.0,0,"",0.0,0.0
1253,menkom,25000.0,0,"",0.0,0.0
1254,Asha,25000.0,0,"",0.0,0.0
1255,ashad,25000.0,0,"",0.0,0.0
1256,bhussu69,25000.0,0,"",0.0,0.0
1257,Giridhar,25000.0,0,"",0.0,0.0
1258,Vefa,25000.0,0,"",0.0,0.0
1259,Avery Maxey,25000.0,0,"",0.0,0.0
1260,Avinash7218,25000.0,0,"",0.0,0.0
1261,Harry,25000.0,0,"",0.0,0.0
1262,xXx,25000.0,0,"",0.0,0.0
1263,ngapich,25000.0,0,"",0.0,0.0
1264,samzy,25000.0,0,"",0.0,0.0
1265,RUMIROH,25000.0,0,"",0.0,0.0
1266,Bacon45,25000.0,0,"",0.0,0.0
1267,badr,25000.0,0,"",0.0,0.0
1268,Bansal Trading,25000.0,0,"",0.0,0.0
1269,barneyhdsn,25000.0,0,"",0.0,0.0
1270,Athena,25000.0,0,"",0.0,0.0
1271,Bcarbon,25000.0,0,"",0.0,0.0
1272,PaulRevere1776,25000.0,0,"",0.0,0.0
1273,Yongtianxin,25000.0,0,"",0.0,0.0
1274,Begi,25000.0,0,"",0.0,0.0
1275,x bel,25000.0,0,"",0.0,0.0
1276,schar1,25000.0,0,"",0.0,0.0
1277,Benz,25000.0,0,"",0.0,0.0
1278,De bulls,25000.0,0,"",0.0,0.0
1279,Anthony Bezares,25000.0,0,"",0.0,0.0
1280,William Grzebien,25000.0,0,"",0.0,0.0
1281,Future,25000.0,0,"",0.0,0.0
1282,Veronika,25000.0,0,"",0.0,0.0
1283,bigstreet,25000.0,0,"",0.0,0.0
1284,BillTaylor2026,25000.0,0,"",0.0,0.0
1285,TW Bill Su,25000.0,0,"",0.0,0.0
1286,Contrarian signal,25000.0,0,"",0.0,0.0
1287,Billb,25000.0,0,"",0.0,0.0
1288,FORGE EXPERT,25000.0,0,"",0.0,0.0
1289,Brody,25000.0,0,"",0.0,0.0
1290,achambok,25000.0,0,"",0.0,0.0
1291,Blakee,25000.0,0,"",0.0,0.0
1292,Rob_Trades,25000.0,0,"",0.0,0.0
1293,boleyn KENKEM,25000.0,0,"",0.0,0.0
1294,Keithbo,25000.0,0,"",0.0,0.0
1295,Jorge,25000.0,0,"",0.0,0.0
1296,Bhavya Patel,25000.0,0,"",0.0,0.0
1297,saurabh,25000.0,0,"",0.0,0.0
1298,Royal_King,25000.0,0,"",0.0,0.0
1299,Bw40,25000.0,0,"",0.0,0.0
1300,sio11,25000.0,0,"",0.0,0.0
1301,Altitude,25000.0,0,"",0.0,0.0
1302,Benjamin R Brothers,25000.0,0,"",0.0,0.0
1303,FuManChu,25000.0,0,"",0.0,0.0
1304,AdamSmith777,25000.0,0,"",0.0,0.0
1305,Bubbagreg,25000.0,0,"",0.0,0.0
1306,Bui Cao Khanh,25000.0,0,"",0.0,0.0
1307,Prof Pangloss,25000.0,0,"",0.0,0.0
1308,I'll think of a name later,25000.0,0,"",0.0,0.0
1309,Alfonso Cabieles,25000.0,0,"",0.0,0.0
1310,Charles Abrams,25000.0,0,"",0.0,0.0
1311,CamV,25000.0,0,"",0.0,0.0
1312,huynh,25000.0,0,"",0.0,0.0
1313,Cannae,25000.0,0,"",0.0,0.0
1314,AguirreBroker,25000.0,0,"",0.0,0.0
1315,carlos,25000.0,0,"",0.0,0.0
1316,casey105,25000.0,0,"",0.0,0.0
1317,GC!4LF,25000.0,0,"",0.0,0.0
1318,alrx,25000.0,0,"",0.0,0.0
1319,NotXeo,25000.0,0,"",0.0,0.0
1320,CCMCASSIO,25000.0,0,"",0.0,0.0
1321,Royjmatr,25000.0,0,"",0.0,0.0
1322,CDUBXX,25000.0,0,"",0.0,0.0
1323,Cdub,25000.0,0,"",0.0,0.0
1324,Overcomer,25000.0,0,"",0.0,0.0
1325,Chanakya V,25000.0,0,"",0.0,0.0
1326,aarcee17,25000.0,0,"",0.0,0.0
1327,Aadhish,25000.0,0,"",0.0,0.0
1328,HK Channing Wang,25000.0,0,"",0.0,0.0
1329,Marvin,25000.0,0,"",0.0,0.0
1330,Chellakalyani Ravimanthachalugai,25000.0,0,"",0.0,0.0
1331,Chencheng Hou,25000.0,0,"",0.0,0.0
1332,Zhi,25000.0,0,"",0.0,0.0
1333,chinuckb,25000.0,0,"",0.0,0.0
1334,Cola,25000.0,0,"",0.0,0.0
1335,chronus369,25000.0,0,"",0.0,0.0
1336,MeL C,25000.0,0,"",0.0,0.0
1337,SWEETLOU,25000.0,0,"",0.0,0.0
1338,CILSON,25000.0,0,"",0.0,0.0
1339,See Jay,25000.0,0,"",0.0,0.0
1340,cherryk303,25000.0,0,"",0.0,0.0
1341,ClaireD,25000.0,0,"",0.0,0.0
1342,Clemente Carbonaro,25000.0,0,"",0.0,0.0
1343,Jaime M. Marx - The Clockwork Group,25000.0,0,"",0.0,0.0
1344,GeeBlog,25000.0,0,"",0.0,0.0
1345,nullpointersf,25000.0,0,"",0.0,0.0
1346,Cmaas18,25000.0,0,"",0.0,0.0
1347,Queso,25000.0,0,"",0.0,0.0
1348,Can't Win,25000.0,0,"",0.0,0.0
1349,Kpit,25000.0,0,"",0.0,0.0
1350,Aya,25000.0,0,"",0.0,0.0
1351,Damiano,25000.0,0,"",0.0,0.0
1352,Claus AP,25000.0,0,"",0.0,0.0
1353,onetwothree,25000.0,0,"",0.0,0.0
1354,collins,25000.0,0,"",0.0,0.0
1355,S6X,25000.0,0,"",0.0,0.0
1356,new-world,25000.0,0,"",0.0,0.0
1357,christian,25000.0,0,"",0.0,0.0
1358,welpcj,25000.0,0,"",0.0,0.0
1359,Webber5640,25000.0,0,"",0.0,0.0
1360,Eska,25000.0,0,"",0.0,0.0
1361,Caleb,25000.0,0,"",0.0,0.0
1362,InfiniteShdow,25000.0,0,"",0.0,0.0
1363,Derrick ,25000.0,0,"",0.0,0.0
1364,Dan,25000.0,0,"",0.0,0.0
1365,Wild wolf,25000.0,0,"",0.0,0.0
1366,Moxie,25000.0,0,"",0.0,0.0
1367,daksh2pro,25000.0,0,"",0.0,0.0
1368,Amos Burton,25000.0,0,"",0.0,0.0
1369,Daniel Ab,25000.0,0,"",0.0,0.0
1370,Daniel S,25000.0,0,"",0.0,0.0
1371,stokely,25000.0,0,"",0.0,0.0
1372,Daniil27Ost,25000.0,0,"",0.0,0.0
1373,Griddy Boi,25000.0,0,"",0.0,0.0
1374,Luffy_sama,25000.0,0,"",0.0,0.0
1375,Darsh,25000.0,0,"",0.0,0.0
1376,Emperortraders,25000.0,0,"",0.0,0.0
1377,DAVID H,25000.0,0,"",0.0,0.0
1378,David p,25000.0,0,"",0.0,0.0
1379,CerroTorre,25000.0,0,"",0.0,0.0
1380,Mr. Jomo,25000.0,0,"",0.0,0.0
1381,Daudi,25000.0,0,"",0.0,0.0
1382,David Laguna,25000.0,0,"",0.0,0.0
1383,David Alatorre,25000.0,0,"",0.0,0.0
1384,ChasingSardines,25000.0,0,"",0.0,0.0
1385,Javatrader,25000.0,0,"",0.0,0.0
1386,Florence D Babatope,25000.0,0,"",0.0,0.0
1387,Blossom,25000.0,0,"",0.0,0.0
1388,Rostyslav K,25000.0,0,"",0.0,0.0
1389,DStewart,25000.0,0,"",0.0,0.0
1390,demotoprofit,25000.0,0,"",0.0,0.0
1391,drae,25000.0,0,"",0.0,0.0
1392,Dennis,25000.0,0,"",0.0,0.0
1393,Zoolander,25000.0,0,"",0.0,0.0
1394,Desalegn,25000.0,0,"",0.0,0.0
1395,Desmond Campbell,25000.0,0,"",0.0,0.0
1396,D-Dawg,25000.0,0,"",0.0,0.0
1397,David B,25000.0,0,"",0.0,0.0
1398,dhanishthaa_rk,25000.0,0,"",0.0,0.0
1399,Dherby Docteur,25000.0,0,"",0.0,0.0
1400,Dhiraj,25000.0,0,"",0.0,0.0
1401,Dhruv,25000.0,0,"",0.0,0.0
1402,Dhruv Sheth,25000.0,0,"",0.0,0.0
1403,Diego Alavi,25000.0,0,"",0.0,0.0
1404,Baller,25000.0,0,"",0.0,0.0
1405,DineshU,25000.0,0,"",0.0,0.0
1406,Dinesh,25000.0,0,"",0.0,0.0
1407,DJJ,25000.0,0,"",0.0,0.0
1408,Blackstone070,25000.0,0,"",0.0,0.0
1409,MaD_Trader,25000.0,0,"",0.0,0.0
1410,AlexanderHamilton,25000.0,0,"",0.0,0.0
1411,STOCKMARKETCADDIE,25000.0,0,"",0.0,0.0
1412,Donald,25000.0,0,"",0.0,0.0
1413,Dornis,25000.0,0,"",0.0,0.0
1414,double8,25000.0,0,"",0.0,0.0
1415,Turbo 'Skeeter,25000.0,0,"",0.0,0.0
1416,DixieDawg,25000.0,0,"",0.0,0.0
1417,Capital Gainz,25000.0,0,"",0.0,0.0
1418,dushyant11,25000.0,0,"",0.0,0.0
1419,Duy Tran,25000.0,0,"",0.0,0.0
1420,sdzejtov,25000.0,0,"",0.0,0.0
1421,ebisu10trader,25000.0,0,"",0.0,0.0
1422,footey111,25000.0,0,"",0.0,0.0
1423,EG,25000.0,0,"",0.0,0.0
1424,joyboy,25000.0,0,"",0.0,0.0
1425,ILGALLUS,25000.0,0,"",0.0,0.0
1426,Eric,25000.0,0,"",0.0,0.0
1427,Benom,25000.0,0,"",0.0,0.0
1428,Burgen,25000.0,0,"",0.0,0.0
1429,Linnel Trader,25000.0,0,"",0.0,0.0
1430,EAL,25000.0,0,"",0.0,0.0
1431,ELSE,25000.0,0,"",0.0,0.0
1432,purplelecture84,25000.0,0,"",0.0,0.0
1433,emmanuel(DTP),25000.0,0,"",0.0,0.0
1434,Emmanuel,25000.0,0,"",0.0,0.0
1435,Emma Parsons,25000.0,0,"",0.0,0.0
1436,Mayolo,25000.0,0,"",0.0,0.0
1437,posthume,25000.0,0,"",0.0,0.0
1438,Algo-Trader,25000.0,0,"",0.0,0.0
1439,mmackson,25000.0,0,"",0.0,0.0
1440,Zombieman,25000.0,0,"",0.0,0.0
1441,Eoin O'Hare,25000.0,0,"",0.0,0.0
1442,Joel Ndonann,25000.0,0,"",0.0,0.0
1443,Forexfalcon,25000.0,0,"",0.0,0.0
1444,uncle rick,25000.0,0,"",0.0,0.0
1445,REDDYE,25000.0,0,"",0.0,0.0
1446,Viking,25000.0,0,"",0.0,0.0
1447,NewView,25000.0,0,"",0.0,0.0
1448,Ethan U,25000.0,0,"",0.0,0.0
1449,Bari76,25000.0,0,"",0.0,0.0
1450,bit_kidon,25000.0,0,"",0.0,0.0
1451,ExDeus,25000.0,0,"",0.0,0.0
1452,Charles Oneka,25000.0,0,"",0.0,0.0
1453,Flowtrader,25000.0,0,"",0.0,0.0
1454,DBxBITSG,25000.0,0,"",0.0,0.0
1455,Fabian Morales,25000.0,0,"",0.0,0.0
1456,Faulen,25000.0,0,"",0.0,0.0
1457,RAIS,25000.0,0,"",0.0,0.0
1458,FEVZI,25000.0,0,"",0.0,0.0
1459,FearLessTrader,25000.0,0,"",0.0,0.0
1460,Fred,25000.0,0,"",0.0,0.0
1461,Felix,25000.0,0,"",0.0,0.0
1462,Vascon,25000.0,0,"",0.0,0.0
1463,FCrevoculski,25000.0,0,"",0.0,0.0
1464,Philosdelphos,25000.0,0,"",0.0,0.0
1465,Goofytrader,25000.0,0,"",0.0,0.0
1466,Fixmin,25000.0,0,"",0.0,0.0
1467,Flo,25000.0,0,"",0.0,0.0
1468,Forrest,25000.0,0,"",0.0,0.0
1469,PrinzVonThule,25000.0,0,"",0.0,0.0
1470,Nishantmonu,25000.0,0,"",0.0,0.0
1471,treeeder,25000.0,0,"",0.0,0.0
1472,Francesc Buch,25000.0,0,"",0.0,0.0
1473,ffddz,25000.0,0,"",0.0,0.0
1474,BigOil,25000.0,0,"",0.0,0.0
1475,SHIGAPE FRANS MOKHARE,25000.0,0,"",0.0,0.0
1476,Ben,25000.0,0,"",0.0,0.0
1477,Vega_hunta,25000.0,0,"",0.0,0.0
1478,Rho,25000.0,0,"",0.0,0.0
1479,Fx-Jithin,25000.0,0,"",0.0,0.0
1480,Steve,25000.0,0,"",0.0,0.0
1481,Gt,25000.0,0,"",0.0,0.0
1482,MIU,25000.0,0,"",0.0,0.0
1483,BamBam,25000.0,0,"",0.0,0.0
1484,GavBob,25000.0,0,"",0.0,0.0
1485,Ama,25000.0,0,"",0.0,0.0
1486,VAJTRADE,25000.0,0,"",0.0,0.0
1487,CryptCapital,25000.0,0,"",0.0,0.0
1488,PapaGiorgio,25000.0,0,"",0.0,0.0
1489,M.I.N.O.,25000.0,0,"",0.0,0.0
1490,John.S.,25000.0,0,"",0.0,0.0
1491,DG,25000.0,0,"",0.0,0.0
1492,Guille,25000.0,0,"",0.0,0.0
1493,PoorFlaxGrower,25000.0,0,"",0.0,0.0
1494,Gabriel Baker,25000.0,0,"",0.0,0.0
1495,vinod_trader,25000.0,0,"",0.0,0.0
1496,Godz,25000.0,0,"",0.0,0.0
1497,Gtrade,25000.0,0,"",0.0,0.0
1498,Gaurav Rajesh Parikh,25000.0,0,"",0.0,0.0
1499,Grahamstein Energy Partners ,25000.0,0,"",0.0,0.0
1500,Nullpointersf,25000.0,0,"",0.0,0.0
1501,Aaron Grijalva,25000.0,0,"",0.0,0.0
1502,Grant ,25000.0,0,"",0.0,0.0
1503,Rahul chaurasiya,25000.0,0,"",0.0,0.0
1504,PocketKnifeCal,25000.0,0,"",0.0,0.0
1505,Gullfraz Khan,25000.0,0,"",0.0,0.0
1506,GK,25000.0,0,"",0.0,0.0
1507,FirstCat,25000.0,0,"",0.0,0.0
1508,George,25000.0,0,"",0.0,0.0
1509,Hadrien Kremer,25000.0,0,"",0.0,0.0
1510,Hadds,25000.0,0,"",0.0,0.0
1511,STH_0184,25000.0,0,"",0.0,0.0
1512,oz,25000.0,0,"",0.0,0.0
1513,Tenre21,25000.0,0,"",0.0,0.0
1514,PROHARSHALSAWALE,25000.0,0,"",0.0,0.0
1515,hvg,25000.0,0,"",0.0,0.0
1516,Krocell,25000.0,0,"",0.0,0.0
1517,hvijay,25000.0,0,"",0.0,0.0
1518,Danny's methods,25000.0,0,"",0.0,0.0
1519,Contrarian Jr.,25000.0,0,"",0.0,0.0
1520,HDPYO,25000.0,0,"",0.0,0.0
1521,Henry,25000.0,0,"",0.0,0.0
1522,Hedi Derbel,25000.0,0,"",0.0,0.0
1523,FyreShift,25000.0,0,"",0.0,0.0
1524,RavenRose,25000.0,0,"",0.0,0.0
1525,Hammad,25000.0,0,"",0.0,0.0
1526,Harikishan77,25000.0,0,"",0.0,0.0
